name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"-33.3537,-70.6811",2024-03-26,30,11,20.6,28.9,11,20.4,11.7,60.4,0,0,0,,0,0,35.6,25.9,194.1,1015.2,11.1,9.7,277.1,22.8,9,10,2024-03-26T07:50:46,2024-03-26T19:45:07,0.55,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-27,30,14.5,22.2,29.1,14.5,22,12.4,56.1,0,0,0,,0,0,36.4,27.7,195.5,1016.8,1.8,9.6,274.4,22.6,9,10,2024-03-27T07:51:30,2024-03-27T19:43:47,0.58,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-28,31,15,22.2,30,15,22,12.1,55.3,0,0,0,,0,0,31.3,29.5,186.1,1014.9,0,9.4,273.8,22.7,9,10,2024-03-28T07:52:14,2024-03-28T19:42:28,0.62,Clear,Clear conditions throughout the day.,clear-day,SCEL
"-33.3537,-70.6811",2024-03-29,31,12,21.6,29.8,12,21.3,10.9,53.8,0,0,0,,0,0,36.4,29.5,199.1,1015.7,0,9.7,268.2,22.2,9,10,2024-03-29T07:52:57,2024-03-29T19:41:08,0.65,Clear,Clear conditions throughout the day.,clear-day,SCEL
"-33.3537,-70.6811",2024-03-30,32,14,22.5,30.3,14,22.1,9.6,48.6,0,0,0,,0,0,30.2,24.1,194.4,1015.5,0.2,8.9,264.6,21.9,9,10,2024-03-30T07:53:41,2024-03-30T19:39:49,0.68,Clear,Clear conditions throughout the day.,clear-day,SCEL
"-33.3537,-70.6811",2024-03-31,29,12,21.5,27.5,12,21.2,4,35.5,0,0,0,,0,0,50,27.7,185.5,1016.3,32.7,9.9,255.6,21,8,10,2024-03-31T07:54:25,2024-03-31T19:38:30,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,SCEL
"-33.3537,-70.6811",2024-04-01,25.9,14,19.6,25.9,14,19.6,3.2,34.8,0,0,0,,0,0,28.1,21.8,181.4,1016.1,53.2,10,244.2,20.2,8,10,2024-04-01T07:55:08,2024-04-01T19:37:11,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-02,24,10,17.8,24,10,17.8,2.6,38.3,0,0,0,,0,0,29.2,24.1,172.5,1015,48.4,9.7,199.3,16.7,7,10,2024-04-02T07:55:52,2024-04-02T19:35:52,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-03,20,14,16.6,20,14,16.6,8.6,60.2,0,0,0,,0,0,23,23.3,170.9,1017.4,82.3,10,143.5,11.8,5,10,2024-04-03T07:56:35,2024-04-03T19:34:34,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-04,27,10,18.3,26.6,9.6,18.3,8.8,57.3,0,0,0,,0,0,27.4,21.6,188.4,1017.3,24,9.4,250,20.9,8,10,2024-04-04T07:57:19,2024-04-04T19:33:16,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-05,29,9.9,19.1,27.7,9.9,18.9,7.7,50.9,0,0,0,,0,0,30.2,27.4,197.4,1016.7,0,9.6,252.4,20.9,8,10,2024-04-05T07:58:02,2024-04-05T19:31:59,0.89,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-06,25.9,11,18,25.9,11,18,7.7,53.5,0,0,0,,0,0,31.3,25,182.5,1018,0,10,243.6,21,8,10,2024-04-06T07:58:46,2024-04-06T19:30:42,0.93,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-07,28.9,10,19,27.5,10,18.8,7.3,51.2,0,0,0,,0,0,27,24.6,185.3,1012.7,0.2,9.9,253.1,20.9,8,10,2024-04-07T06:59:29,2024-04-07T18:29:25,0.96,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-08,26.1,9,18,26.1,9,18,7,52.1,0,0,0,,0,0,28.8,25.8,198,1014.6,0.3,9.8,251.9,20.7,8,10,2024-04-08T07:00:13,2024-04-08T18:28:09,0,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-09,28,10.3,18.6,26.8,10.3,18.5,7.7,53.9,0,0,0,,0,0,29.9,24.1,190.9,1014.7,0,9.8,245.5,20.2,8,10,2024-04-09T07:00:56,2024-04-09T18:26:53,0.03,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-10,27.1,10.8,18.5,26.6,10.8,18.5,6,48.7,0,0,0,,0,0,36,26.8,188.9,1012.3,25.9,9.6,238.9,19.7,8,10,2024-04-10T07:01:40,2024-04-10T18:25:38,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-11,21,10.7,14.8,21,10.7,14.8,4.6,52.4,0,0,0,,0,0,25.6,24.1,171.9,1015.5,74.1,10,161.5,13.2,6,10,2024-04-11T07:02:23,2024-04-11T18:24:23,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-12,16,11,13.4,16,11,13.4,8,70.5,0,0,0,,0,0,24.5,28.7,171.4,1014.5,82.6,10,103.9,8.5,3,10,2024-04-12T07:03:07,2024-04-12T18:23:09,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-13,19.1,8,13.1,19.1,8,13,7.8,72.2,1,100,37.5,rain,0,0,27.7,21.5,182.6,1013.6,68.9,9,122,9.9,4,10,2024-04-13T07:03:51,2024-04-13T18:21:56,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-14,22,9.1,15.2,22,8.1,15.1,7.3,62,4.2,100,66.67,rain,0,0,23.8,28.9,192.3,1014.6,75,10,109.9,9,4,10,2024-04-14T07:04:35,2024-04-14T18:20:43,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-15,18.7,11.3,14.8,18.7,11.3,14.8,7.5,62.3,3.1,100,45.83,rain,0,0,23.8,18.4,138.7,1019.3,77.5,10,132,10.9,6,10,2024-04-15T07:05:18,2024-04-15T18:19:31,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-16,23.4,8,15.3,23.4,8,15.3,6.6,60.4,0,0,0,,0,0,21.6,18.4,205.7,1021.7,21.9,9.4,225.7,18.6,8,10,2024-04-16T07:06:02,2024-04-16T18:18:19,0.26,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-17,28.1,7.3,16.9,26.9,6.4,16.6,4.6,50.7,0,0,0,,0,0,24.8,14.8,173.6,1017.5,0,11.1,227.1,18.9,8,10,2024-04-17T07:06:46,2024-04-17T18:17:08,0.29,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,remote,85574099999"
"-33.3537,-70.6811",2024-04-18,31,9.6,19.4,28.9,9.2,19,3.2,40.3,0,0,0,,0,0,23.8,27.4,175.7,1013.1,28.1,12.2,221.9,18.3,8,10,2024-04-18T07:07:30,2024-04-18T18:15:58,0.33,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,remote,85574099999"
"-33.3537,-70.6811",2024-04-19,25,10.1,17.8,25,10.1,17.8,6.4,49.3,0,0,0,,0,0,24.1,19.5,176.5,1015.4,65.8,9.9,193,15.8,7,10,2024-04-19T07:08:14,2024-04-19T18:14:49,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-20,21.9,12.1,16.5,21.9,12.1,16.5,9.8,66.1,0,0,0,,0,0,22,20.5,167.3,1015.4,83.7,9.4,139.2,11.4,5,10,2024-04-20T07:08:58,2024-04-20T18:13:40,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-21,18,12.9,15,18,12.9,15,9.7,71.3,0.9,100,12.5,rain,0,0,27.4,21,174,1015.6,93.4,10,137.3,11.2,6,10,2024-04-21T07:09:42,2024-04-21T18:12:33,0.42,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-22,21,9,14.2,21,7.9,14.1,9.6,75.6,1.9,100,58.33,rain,0,0,31,26.3,203.4,1018.1,30.4,9.7,174.9,14.3,6,10,2024-04-22T07:10:27,2024-04-22T18:11:26,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-23,24.2,10,16.4,24.2,10,16.4,8.7,63.6,0,0,0,,0,0,23,18.6,213.1,1017.4,36.5,9.4,216.2,17.8,8,10,2024-04-23T07:11:11,2024-04-23T18:10:20,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-24,23,7.6,14.3,23,7.4,14.3,4.1,53.9,0,0,0,,0,0,28.1,30,199.9,1017,3.2,9.9,212.2,17.5,7,10,2024-04-24T07:11:55,2024-04-24T18:09:15,0.52,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-25,22,5,13.3,22,3.6,13.1,2.3,50.8,0,0,0,,0,0,25.9,18.4,200.1,1017.5,47.1,9.9,199.9,16.4,7,10,2024-04-25T07:12:40,2024-04-25T18:08:11,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-26,20,6,13.4,20,5.1,13.2,5.6,61.4,0,0,0,,0,0,28.8,18.4,198.6,1018.4,46.1,10.6,200.1,16.6,7,10,2024-04-26T07:13:24,2024-04-26T18:07:07,0.59,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-27,20.1,6.3,13.1,20.1,6.3,13,5,60.4,0,0,0,,0,0,24.8,16.6,198.5,1019.8,11.4,9.9,208.3,17.3,7,10,2024-04-27T07:14:08,2024-04-27T18:06:05,0.63,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-28,15,6.8,10.4,15,6.8,10.2,3.3,62.5,0,0,0,,0,0,24.1,17,190.4,1015.5,65.5,10.6,150.4,12.5,5,10,2024-04-28T07:14:53,2024-04-28T18:05:04,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,remote,85574099999"
"-33.3537,-70.6811",2024-04-29,18.7,7,13.3,18.7,5.2,12.9,1.7,49.1,0,0,0,,0,0,36,20.7,242.2,1015.9,79.7,10,192,15.9,7,10,2024-04-29T07:15:37,2024-04-29T18:04:04,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-04-30,17.5,11.6,13.9,17.5,11.6,13.9,7.4,65.4,0.7,100,29.17,rain,0,0,30.6,26.3,171,1018.1,71,10,129.2,10.7,6,10,2024-04-30T07:16:22,2024-04-30T18:03:04,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-05-01,15,7.1,11.6,15,6.8,11.5,6.4,71.3,1,100,37.5,rain,0,0,31.7,27.7,178.2,1017.4,76.3,10,124.1,10.1,5,10,2024-05-01T07:17:06,2024-05-01T18:02:06,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-05-02,15,2.2,8.3,15,2.2,8,3.2,72.2,0,0,0,,0,0,22.7,18.4,179.5,1017,60.1,9.2,146.2,12.2,5,10,2024-05-02T07:17:51,2024-05-02T18:01:09,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-05-03,17,3,10.4,17,3,10.2,2.7,61.9,0,0,0,,0,0,24.1,18.4,178,1017.5,38,9.6,196,16.3,7,10,2024-05-03T07:18:35,2024-05-03T18:00:13,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-05-04,19.6,5,11.8,19.6,3.3,11.6,1.7,54.8,0,0,0,,0,0,26.6,20.1,198.1,1017,50.4,9.8,193.8,16.1,7,10,2024-05-04T07:19:20,2024-05-04T17:59:19,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-05-05,17,5.9,10.7,17,5.3,10.5,5.2,71.1,0,0,0,,0,0,24.1,18.4,191.3,1016.3,76.5,9.9,131.3,10.7,5,10,2024-05-05T07:20:04,2024-05-05T17:58:25,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-05-06,17,5,10.6,17,3.6,10.3,4.6,68.8,0,0,0,,0,0,33.5,22.3,180.7,1014.7,30.4,10.1,174.8,14.5,6,10,2024-05-06T07:20:49,2024-05-06T17:57:33,0.95,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,remote,85574099999"
"-33.3537,-70.6811",2024-05-07,10,3,5.5,8,0.4,3.4,2.9,83.4,29.8,100,62.5,"rain,snow",0,0,50,29.5,5.6,1016.8,69.6,9.3,37.8,3.2,2,10,2024-05-07T07:21:33,2024-05-07T17:56:42,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-05-08,15,0.6,6.7,15,-1.9,5.9,2.4,77.3,0,0,0,,0,0,17.6,11.2,320.8,1021.2,6.3,9.3,179.8,14.8,7,10,2024-05-08T07:22:17,2024-05-08T17:55:52,0.02,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
